date,product_id,demand
2025-02-02,P00,4
2025-02-03,P00,20
2025-02-04,P00,16
2025-02-05,P00,21
2025-02-06,P00,28
2025-02-07,P00,21
2025-02-08,P00,7
2025-02-09,P00,10
2025-02-10,P00,18
2025-02-11,P00,22
2025-02-12,P00,15
2025-02-13,P00,16
2025-02-14,P00,17
2025-02-15,P00,8
2025-02-16,P00,5
2025-02-17,P00,26
2025-02-18,P00,18
2025-02-19,P00,22
2025-02-20,P00,24
2025-02-21,P00,20
2025-02-22,P00,6
2025-02-23,P00,3
2025-02-24,P00,15
2025-02-25,P00,16
2025-02-26,P00,15
2025-02-27,P00,28
2025-02-28,P00,26
2025-03-01,P00,11
2025-03-02,P00,7
2025-03-03,P00,19
2025-03-04,P00,22
2025-03-05,P00,28
2025-03-06,P00,22
2025-03-07,P00,26
2025-03-08,P00,8
2025-03-09,P00,8
2025-03-10,P00,26
2025-03-11,P00,17
2025-03-12,P00,17
2025-03-13,P00,21
2025-03-14,P00,29
2025-03-15,P00,8
2025-03-16,P00,7
2025-03-17,P00,20
2025-03-18,P00,24
2025-03-19,P00,31
2025-03-20,P00,31
2025-03-21,P00,33
2025-03-22,P00,5
2025-03-23,P00,5
2025-03-24,P00,14
2025-03-25,P00,26
2025-03-26,P00,33
2025-03-27,P00,17
2025-03-28,P00,30
2025-03-29,P00,7
2025-03-30,P00,9
2025-03-31,P00,31
2025-04-01,P00,24
2025-04-02,P00,24
2025-04-03,P00,26
2025-04-04,P00,26
2025-04-05,P00,6
2025-04-06,P00,11
2025-04-07,P00,43
2025-04-08,P00,67
2025-04-09,P00,23
2025-04-10,P00,27
2025-04-11,P00,31
2025-04-12,P00,11
2025-04-13,P00,9
2025-04-14,P00,26
2025-04-15,P00,29
2025-04-16,P00,27
2025-04-17,P00,21
2025-04-18,P00,38
2025-04-19,P00,8
2025-04-20,P00,7
2025-04-21,P00,33
2025-04-22,P00,33
2025-04-23,P00,36
2025-04-24,P00,27
2025-04-25,P00,24
2025-04-26,P00,15
2025-04-27,P00,6
2025-04-28,P00,27
2025-04-29,P00,23
2025-04-30,P00,16
2025-05-01,P00,23
2025-05-02,P00,29
2025-05-03,P00,10
2025-05-04,P00,9
2025-05-05,P00,23
2025-05-06,P00,29
2025-05-07,P00,28
2025-05-08,P00,30
2025-05-09,P00,28
2025-05-10,P00,13
2025-05-11,P00,9
2025-05-12,P00,37
2025-05-13,P00,42
2025-05-14,P00,25
2025-05-15,P00,33
2025-05-16,P00,27
2025-05-17,P00,6
2025-05-18,P00,11
2025-05-19,P00,26
2025-05-20,P00,28
2025-05-21,P00,25
2025-05-22,P00,29
2025-05-23,P00,35
2025-05-24,P00,4
2025-05-25,P00,12
2025-05-26,P00,40
2025-05-27,P00,26
2025-05-28,P00,28
2025-05-29,P00,24
2025-05-30,P00,26
2025-05-31,P00,9
2025-06-01,P00,6
2025-06-02,P00,16
2025-06-03,P00,35
2025-06-04,P00,34
2025-06-05,P00,24
2025-06-06,P00,37
2025-06-07,P00,11
2025-06-08,P00,10
2025-06-09,P00,37
2025-06-10,P00,53
2025-06-11,P00,39
2025-06-12,P00,25
2025-06-13,P00,27
2025-06-14,P00,13
2025-06-15,P00,16
2025-06-16,P00,21
2025-06-17,P00,26
2025-06-18,P00,27
2025-06-19,P00,32
2025-06-20,P00,34
2025-06-21,P00,5
2025-06-22,P00,10
2025-06-23,P00,34
2025-06-24,P00,31
2025-06-25,P00,32
2025-06-26,P00,36
2025-06-27,P00,27
2025-06-28,P00,5
2025-06-29,P00,12
2025-06-30,P00,26
2025-07-01,P00,36
2025-07-02,P00,37
2025-07-03,P00,27
2025-07-04,P00,39
2025-07-05,P00,10
2025-07-06,P00,8
2025-07-07,P00,29
2025-07-08,P00,40
2025-07-09,P00,31
2025-07-10,P00,30
2025-07-11,P00,30
2025-07-12,P00,5
2025-07-13,P00,7
2025-07-14,P00,27
2025-07-15,P00,34
2025-07-16,P00,29
2025-07-17,P00,26
2025-07-18,P00,32
2025-07-19,P00,14
2025-07-20,P00,9
2025-07-21,P00,30
2025-07-22,P00,23
2025-07-23,P00,19
2025-07-24,P00,23
2025-07-25,P00,28
2025-07-26,P00,6
2025-07-27,P00,10
2025-07-28,P00,32
2025-07-29,P00,31
2025-07-30,P00,34
2025-07-31,P00,28
2025-08-01,P00,15
2025-08-02,P00,7
2025-08-03,P00,10
2025-08-04,P00,27
2025-08-05,P00,32
2025-08-06,P00,35
2025-08-07,P00,32
2025-08-08,P00,23
2025-08-09,P00,12
2025-08-10,P00,6
2025-08-11,P00,34
2025-08-12,P00,27
2025-08-13,P00,28
2025-08-14,P00,31
2025-08-15,P00,21
2025-08-16,P00,7
2025-08-17,P00,5
2025-08-18,P00,29
2025-08-19,P00,25
2025-08-20,P00,32
2025-08-21,P00,26
2025-08-22,P00,33
2025-08-23,P00,7
2025-08-24,P00,9
2025-08-25,P00,25
2025-08-26,P00,21
2025-08-27,P00,43
2025-08-28,P00,29
2025-08-29,P00,24
2025-08-30,P00,7
2025-08-31,P00,9
2025-09-01,P00,24
2025-09-02,P00,27
2025-09-03,P00,22
2025-09-04,P00,22
2025-09-05,P00,39
2025-09-06,P00,4
2025-09-07,P00,14
2025-09-08,P00,30
2025-09-09,P00,30
2025-09-10,P00,18
2025-09-11,P00,22
2025-09-12,P00,32
2025-09-13,P00,7
2025-09-14,P00,11
2025-09-15,P00,26
2025-09-16,P00,18
2025-09-17,P00,15
2025-09-18,P00,15
2025-09-19,P00,27
2025-09-20,P00,8
2025-09-21,P00,9
2025-09-22,P00,24
2025-09-23,P00,32
2025-09-24,P00,15
2025-09-25,P00,22
2025-09-26,P00,31
2025-09-27,P00,5
2025-09-28,P00,6
2025-09-29,P00,28
2025-09-30,P00,37
2025-10-01,P00,28
2025-10-02,P00,23
2025-10-03,P00,17
2025-10-04,P00,10
2025-10-05,P00,7
2025-10-06,P00,27
2025-10-07,P00,25
2025-10-08,P00,11
2025-10-09,P00,23
2025-10-10,P00,20
2025-10-11,P00,7
2025-10-12,P00,5
2025-10-13,P00,21
2025-10-14,P00,18
2025-10-15,P00,24
2025-10-16,P00,16
2025-10-17,P00,29
2025-10-18,P00,3
2025-10-19,P00,6
2025-10-20,P00,42
2025-10-21,P00,21
2025-10-22,P00,12
2025-10-23,P00,25
2025-10-24,P00,21
2025-10-25,P00,6
2025-10-26,P00,7
2025-10-27,P00,55
2025-10-28,P00,26
2025-10-29,P00,39
2025-10-30,P00,23
2025-10-31,P00,18
2025-11-01,P00,8
2025-11-02,P00,4
2025-11-03,P00,26
2025-11-04,P00,25
2025-11-05,P00,23
2025-11-06,P00,25
2025-11-07,P00,23
2025-11-08,P00,8
2025-11-09,P00,10
2025-11-10,P00,22
2025-11-11,P00,14
2025-11-12,P00,23
2025-11-13,P00,21
2025-11-14,P00,22
2025-11-15,P00,2
2025-11-16,P00,5
2025-11-17,P00,20
2025-11-18,P00,15
2025-11-19,P00,20
2025-11-20,P00,28
2025-11-21,P00,17
2025-11-22,P00,6
2025-11-23,P00,7
2025-11-24,P00,27
2025-11-25,P00,22
2025-11-26,P00,22
2025-11-27,P00,29
2025-11-28,P00,23
2025-11-29,P00,6
2025-11-30,P00,3
2025-12-01,P00,18
2025-12-02,P00,35
2025-12-03,P00,19
2025-12-04,P00,18
2025-12-05,P00,37
2025-12-06,P00,7
2025-12-07,P00,7
2025-12-08,P00,28
2025-12-09,P00,14
2025-12-10,P00,39
2025-12-11,P00,20
2025-12-12,P00,24
2025-12-13,P00,8
2025-12-14,P00,4
2025-12-15,P00,20
2025-12-16,P00,22
2025-12-17,P00,22
2025-12-18,P00,23
2025-12-19,P00,20
2025-12-20,P00,7
2025-12-21,P00,11
2025-12-22,P00,27
2025-12-23,P00,31
2025-12-24,P00,16
2025-12-25,P00,21
2025-12-26,P00,23
2025-12-27,P00,7
2025-12-28,P00,10
2025-12-29,P00,19
2024-07-01,P01,35
2024-07-02,P01,19
2024-07-03,P01,55
2024-07-04,P01,22
2024-07-05,P01,24
2024-07-06,P01,6
2024-07-07,P01,5
2024-07-08,P01,29
2024-07-09,P01,18
2024-07-10,P01,18
2024-07-11,P01,25
2024-07-12,P01,23
2024-07-13,P01,7
2024-07-14,P01,4
2024-07-15,P01,26
2024-07-16,P01,16
2024-07-17,P01,34
2024-07-18,P01,18
2024-07-19,P01,21
2024-07-20,P01,4
2024-07-21,P01,9
2024-07-22,P01,24
2024-07-23,P01,26
2024-07-24,P01,23
2024-07-25,P01,16
2024-07-26,P01,26
2024-07-27,P01,4
2024-07-28,P01,5
2024-07-29,P01,25
2024-07-30,P01,22
2024-07-31,P01,26
2024-08-01,P01,22
2024-08-02,P01,24
2024-08-03,P01,5
2024-08-04,P01,4
2024-08-05,P01,20
2024-08-06,P01,27
2024-08-07,P01,31
2024-08-08,P01,26
2024-08-09,P01,22
2024-08-10,P01,4
2024-08-11,P01,4
2024-08-12,P01,15
2024-08-13,P01,20
2024-08-14,P01,26
2024-08-15,P01,22
2024-08-16,P01,41
2024-08-17,P01,7
2024-08-18,P01,9
2024-08-19,P01,22
2024-08-20,P01,21
2024-08-21,P01,15
2024-08-22,P01,15
2024-08-23,P01,22
2024-08-24,P01,9
2024-08-25,P01,2
2024-08-26,P01,16
2024-08-27,P01,17
2024-08-28,P01,26
2024-08-29,P01,15
2024-08-30,P01,18
2024-08-31,P01,3
2024-09-01,P01,6
2024-09-02,P01,15
2024-09-03,P01,20
2024-09-04,P01,23
2024-09-05,P01,21
2024-09-06,P01,21
2024-09-07,P01,3
2024-09-08,P01,8
2024-09-09,P01,20
2024-09-10,P01,12
2024-09-11,P01,13
2024-09-12,P01,16
2024-09-13,P01,22
2024-09-14,P01,5
2024-09-15,P01,5
2024-09-16,P01,20
2024-09-17,P01,10
2024-09-18,P01,20
2024-09-19,P01,20
2024-09-20,P01,22
2024-09-21,P01,8
2024-09-22,P01,6
2024-09-23,P01,17
2024-09-24,P01,16
2024-09-25,P01,13
2024-09-26,P01,22
2024-09-27,P01,25
2024-09-28,P01,4
2024-09-29,P01,9
2024-09-30,P01,29
2024-10-01,P01,26
2024-10-02,P01,27
2024-10-03,P01,21
2024-10-04,P01,15
2024-10-05,P01,6
2024-10-06,P01,4
2024-10-07,P01,15
2024-10-08,P01,13
2024-10-09,P01,11
2024-10-10,P01,16
2024-10-11,P01,15
2024-10-12,P01,4
2024-10-13,P01,4
2024-10-14,P01,15
2024-10-15,P01,14
2024-10-16,P01,23
2024-10-17,P01,27
2024-10-18,P01,18
2024-10-19,P01,2
2024-10-20,P01,7
2024-10-21,P01,24
2024-10-22,P01,12
2024-10-23,P01,11
2024-10-24,P01,19
2024-10-25,P01,17
2024-10-26,P01,8
2024-10-27,P01,1
2024-10-28,P01,14
2024-10-29,P01,17
2024-10-30,P01,14
2024-10-31,P01,14
2024-11-01,P01,19
2024-11-02,P01,5
2024-11-03,P01,3
2024-11-04,P01,13
2024-11-05,P01,22
2024-11-06,P01,13
2024-11-07,P01,14
2024-11-08,P01,16
2024-11-09,P01,3
2024-11-10,P01,2
2024-11-11,P01,18
2024-11-12,P01,13
2024-11-13,P01,17
2024-11-14,P01,15
2024-11-15,P01,9
2024-11-16,P01,4
2024-11-17,P01,8
2024-11-18,P01,34
2024-11-19,P01,18
2024-11-20,P01,23
2024-11-21,P01,13
2024-11-22,P01,9
2024-11-23,P01,1
2024-11-24,P01,8
2024-11-25,P01,12
2024-11-26,P01,14
2024-11-27,P01,21
2024-11-28,P01,13
2024-11-29,P01,9
2024-11-30,P01,5
2024-12-01,P01,1
2024-12-02,P01,15
2024-12-03,P01,15
2024-12-04,P01,13
2024-12-05,P01,16
2024-12-06,P01,18
2024-12-07,P01,3
2024-12-08,P01,4
2024-12-09,P01,13
2024-12-10,P01,16
2024-12-11,P01,15
2024-12-12,P01,23
2024-12-13,P01,18
2024-12-14,P01,7
2024-12-15,P01,3
2024-12-16,P01,7
2024-12-17,P01,17
2024-12-18,P01,14
2024-12-19,P01,11
2024-12-20,P01,20
2024-12-21,P01,4
2024-12-22,P01,2
2024-12-23,P01,13
2024-12-24,P01,37
2024-12-25,P01,19
2024-12-26,P01,18
2024-12-27,P01,24
2024-12-28,P01,0
2024-12-29,P01,7
2024-12-30,P01,17
2024-12-31,P01,15
2025-01-01,P01,24
2025-01-02,P01,17
2025-01-03,P01,18
2025-01-04,P01,3
2025-01-05,P01,8
2025-01-06,P01,19
2025-01-07,P01,14
2025-01-08,P01,23
2025-01-09,P01,12
2025-01-10,P01,17
2025-01-11,P01,4
2025-01-12,P01,3
2025-01-13,P01,27
2025-01-14,P01,13
2025-01-15,P01,17
2025-01-16,P01,15
2025-01-17,P01,18
2025-01-18,P01,9
2025-01-19,P01,8
2025-01-20,P01,17
2025-01-21,P01,22
2025-01-22,P01,10
2025-01-23,P01,16
2025-01-24,P01,22
2025-01-25,P01,6
2025-01-26,P01,6
2025-01-27,P01,18
2025-01-28,P01,14
2025-01-29,P01,20
2025-01-30,P01,24
2025-01-31,P01,16
2025-02-01,P01,10
2025-02-02,P01,5
2025-02-03,P01,23
2025-02-04,P01,19
2025-02-05,P01,36
2025-02-06,P01,17
2025-02-07,P01,24
2025-02-08,P01,4
2025-02-09,P01,3
2025-02-10,P01,21
2025-02-11,P01,15
2025-02-12,P01,20
2025-02-13,P01,16
2025-02-14,P01,25
2025-02-15,P01,4
2025-02-16,P01,4
2025-02-17,P01,21
2025-02-18,P01,31
2025-02-19,P01,19
2025-02-20,P01,29
2025-02-21,P01,21
2025-02-22,P01,3
2025-02-23,P01,17
2025-02-24,P01,17
2025-02-25,P01,21
2025-02-26,P01,20
2025-02-27,P01,26
2025-02-28,P01,24
2025-03-01,P01,5
2025-03-02,P01,6
2025-03-03,P01,18
2025-03-04,P01,12
2025-03-05,P01,19
2025-03-06,P01,25
2025-03-07,P01,33
2025-03-08,P01,9
2025-03-09,P01,2
2025-03-10,P01,24
2025-03-11,P01,20
2025-03-12,P01,33
2025-03-13,P01,39
2025-03-14,P01,26
2025-03-15,P01,4
2025-03-16,P01,7
2025-03-17,P01,23
2025-03-18,P01,31
2025-03-19,P01,24
2025-03-20,P01,19
2025-03-21,P01,19
2025-03-22,P01,10
2025-03-23,P01,7
2025-03-24,P01,20
2025-03-25,P01,24
2025-03-26,P01,18
2025-03-27,P01,26
2025-03-28,P01,19
2025-03-29,P01,8
2025-03-30,P01,11
2025-03-31,P01,22
2025-04-01,P01,24
2025-04-02,P01,22
2025-04-03,P01,21
2025-04-04,P01,24
2025-04-05,P01,6
2025-04-06,P01,6
2025-04-07,P01,19
2025-04-08,P01,31
2025-04-09,P01,31
2025-04-10,P01,27
2025-04-11,P01,17
2025-04-12,P01,5
2025-04-13,P01,5
2025-04-14,P01,19
2025-04-15,P01,14
2025-04-16,P01,27
2025-04-17,P01,26
2025-04-18,P01,15
2025-04-19,P01,8
2025-04-20,P01,6
2025-04-21,P01,25
2025-04-22,P01,19
2025-04-23,P01,21
2025-04-24,P01,26
2025-04-25,P01,17
2025-04-26,P01,11
2025-04-27,P01,9
2025-04-28,P01,34
2025-04-29,P01,21
2025-04-30,P01,28
2025-05-01,P01,24
2025-05-02,P01,29
2025-05-03,P01,8
2025-05-04,P01,5
2025-05-05,P01,25
2025-05-06,P01,29
2025-05-07,P01,34
2025-05-08,P01,16
2025-05-09,P01,20
2025-05-10,P01,10
2025-05-11,P01,13
2025-05-12,P01,20
2025-05-13,P01,29
2025-05-14,P01,26
2025-05-15,P01,61
2025-05-16,P01,24
2025-05-17,P01,4
2025-05-18,P01,8
2025-05-19,P01,17
2025-05-20,P01,26
2025-05-21,P01,24
2025-05-22,P01,27
2025-05-23,P01,23
2025-05-24,P01,12
2025-05-25,P01,6
2025-05-26,P01,20
2025-05-27,P01,31
2025-05-28,P01,30
2025-05-29,P01,16
2025-05-30,P01,29
2025-05-31,P01,5
2025-06-01,P01,5
2025-06-02,P01,33
2025-06-03,P01,27
2025-06-04,P01,31
2025-06-05,P01,24
2025-06-06,P01,28
2025-06-07,P01,7
2025-06-08,P01,6
2025-06-09,P01,69
2025-06-10,P01,33
2025-06-11,P01,29
2025-06-12,P01,31
2025-06-13,P01,21
2025-06-14,P01,5
2025-06-15,P01,8
2025-06-16,P01,17
2025-06-17,P01,24
2025-06-18,P01,26
2025-06-19,P01,24
2025-06-20,P01,27
2025-06-21,P01,6
2025-06-22,P01,10
2025-06-23,P01,35
2025-06-24,P01,16
2025-06-25,P01,16
2025-06-26,P01,59
2025-06-27,P01,27
2025-06-28,P01,9
2025-06-29,P01,12
2025-06-30,P01,19
2025-07-01,P01,18
2025-07-02,P01,27
2025-07-03,P01,23
2025-07-04,P01,22
2025-07-05,P01,9
2025-07-06,P01,5
2025-07-07,P01,23
2025-07-08,P01,23
2025-07-09,P01,19
2025-07-10,P01,26
2025-07-11,P01,46
2025-07-12,P01,6
2025-07-13,P01,8
2025-07-14,P01,22
2025-07-15,P01,17
2025-07-16,P01,25
2025-07-17,P01,61
2025-07-18,P01,19
2025-07-19,P01,6
2025-07-20,P01,7
2025-07-21,P01,52
2025-07-22,P01,24
2025-07-23,P01,20
2025-07-24,P01,29
2025-07-25,P01,25
2025-07-26,P01,9
2025-07-27,P01,6
2025-07-28,P01,21
2025-07-29,P01,30
2025-07-30,P01,21
2025-07-31,P01,28
2025-08-01,P01,22
2025-08-02,P01,12
2025-08-03,P01,5
2025-08-04,P01,23
2025-08-05,P01,27
2025-08-06,P01,26
2025-08-07,P01,19
2025-08-08,P01,26
2025-08-09,P01,8
2025-08-10,P01,7
2025-08-11,P01,14
2025-08-12,P01,25
2025-08-13,P01,27
2025-08-14,P01,19
2025-08-15,P01,18
2025-08-16,P01,10
2025-08-17,P01,8
2025-08-18,P01,16
2025-08-19,P01,22
2025-08-20,P01,15
2025-08-21,P01,20
2025-08-22,P01,19
2025-08-23,P01,4
2025-08-24,P01,4
2025-08-25,P01,10
2025-08-26,P01,29
2025-08-27,P01,21
2025-08-28,P01,15
2025-08-29,P01,14
2025-08-30,P01,6
2025-08-31,P01,6
2025-09-01,P01,23
2025-09-02,P01,15
2025-09-03,P01,30
2025-09-04,P01,19
2025-09-05,P01,26
2025-09-06,P01,8
2025-09-07,P01,6
2025-09-08,P01,19
2025-09-09,P01,25
2025-09-10,P01,27
2025-09-11,P01,18
2025-09-12,P01,15
2025-09-13,P01,4
2025-09-14,P01,7
2025-09-15,P01,23
2025-09-16,P01,34
2025-09-17,P01,24
2025-09-18,P01,21
2025-09-19,P01,15
2025-09-20,P01,6
2025-09-21,P01,9
2025-09-22,P01,21
2025-09-23,P01,36
2025-09-24,P01,21
2025-09-25,P01,26
2025-09-26,P01,25
2025-09-27,P01,4
2025-09-28,P01,4
2025-09-29,P01,18
2025-09-30,P01,43
2025-10-01,P01,20
2025-10-02,P01,19
2025-10-03,P01,27
2025-10-04,P01,1
2025-10-05,P01,8
2025-10-06,P01,17
2025-10-07,P01,19
2025-10-08,P01,21
2025-10-09,P01,10
2025-10-10,P01,13
2025-10-11,P01,5
2025-10-12,P01,6
2025-10-13,P01,27
2025-10-14,P01,18
2025-10-15,P01,21
2025-10-16,P01,15
2025-10-17,P01,19
2025-10-18,P01,6
2025-10-19,P01,5
2025-10-20,P01,22
2025-10-21,P01,13
2025-10-22,P01,14
2025-10-23,P01,13
2025-10-24,P01,21
2025-10-25,P01,6
2025-10-26,P01,4
2025-10-27,P01,15
2025-10-28,P01,16
2025-10-29,P01,14
2025-10-30,P01,15
2025-10-31,P01,19
2025-11-01,P01,6
2025-11-02,P01,4
2025-11-03,P01,21
2025-11-04,P01,18
2025-11-05,P01,20
2025-11-06,P01,13
2025-11-07,P01,13
2025-11-08,P01,4
2025-11-09,P01,1
2025-11-10,P01,14
2025-11-11,P01,18
2025-11-12,P01,22
2025-11-13,P01,16
2025-11-14,P01,13
2025-11-15,P01,4
2025-11-16,P01,2
2025-11-17,P01,19
2025-11-18,P01,12
2025-11-19,P01,14
2025-11-20,P01,18
2025-11-21,P01,20
2025-11-22,P01,4
2025-11-23,P01,5
2025-11-24,P01,22
2025-11-25,P01,17
2025-11-26,P01,17
2025-11-27,P01,40
2025-11-28,P01,19
2025-11-29,P01,3
2025-11-30,P01,5
2025-12-01,P01,17
2025-12-02,P01,13
2025-12-03,P01,17
2025-12-04,P01,11
2025-12-05,P01,23
2025-12-06,P01,5
2025-12-07,P01,5
2025-12-08,P01,19
2025-12-09,P01,15
2025-12-10,P01,15
2025-12-11,P01,24
2025-12-12,P01,19
2025-12-13,P01,9
2025-12-14,P01,5
2025-12-15,P01,12
2025-12-16,P01,24
2025-12-17,P01,18
2025-12-18,P01,16
2025-12-19,P01,15
2025-12-20,P01,3
2025-12-21,P01,5
2025-12-22,P01,16
2025-12-23,P01,35
2025-12-24,P01,14
2025-12-25,P01,16
2025-12-26,P01,19
2025-12-27,P01,2
2025-12-28,P01,0
2025-12-29,P01,18
2024-07-01,P02,48
2024-07-02,P02,39
2024-07-03,P02,41
2024-07-04,P02,40
2024-07-05,P02,22
2024-07-06,P02,3
2024-07-07,P02,11
2024-07-08,P02,45
2024-07-09,P02,39
2024-07-10,P02,35
2024-07-11,P02,36
2024-07-12,P02,29
2024-07-13,P02,7
2024-07-14,P02,5
2024-07-15,P02,45
2024-07-16,P02,33
2024-07-17,P02,27
2024-07-18,P02,26
2024-07-19,P02,34
2024-07-20,P02,8
2024-07-21,P02,16
2024-07-22,P02,39
2024-07-23,P02,26
2024-07-24,P02,27
2024-07-25,P02,30
2024-07-26,P02,35
2024-07-27,P02,10
2024-07-28,P02,8
2024-07-29,P02,42
2024-07-30,P02,33
2024-07-31,P02,35
2024-08-01,P02,31
2024-08-02,P02,33
2024-08-03,P02,14
2024-08-04,P02,13
2024-08-05,P02,27
2024-08-06,P02,31
2024-08-07,P02,38
2024-08-08,P02,35
2024-08-09,P02,40
2024-08-10,P02,10
2024-08-11,P02,10
2024-08-12,P02,76
2024-08-13,P02,35
2024-08-14,P02,44
2024-08-15,P02,31
2024-08-16,P02,36
2024-08-17,P02,9
2024-08-18,P02,14
2024-08-19,P02,38
2024-08-20,P02,25
2024-08-21,P02,44
2024-08-22,P02,37
2024-08-23,P02,33
2024-08-24,P02,11
2024-08-25,P02,12
2024-08-26,P02,25
2024-08-27,P02,32
2024-08-28,P02,24
2024-08-29,P02,26
2024-08-30,P02,25
2024-08-31,P02,7
2024-09-01,P02,10
2024-09-02,P02,23
2024-09-03,P02,44
2024-09-04,P02,27
2024-09-05,P02,34
2024-09-06,P02,30
2024-09-07,P02,5
2024-09-08,P02,7
2024-09-09,P02,40
